customer_id,customer_name,segment,home_country,risk_score
175,customer_175,CORPORATE,UK,19.0
176,customer_176,RETAIL,MA,9.7
177,customer_177,PREMIUM,NL,43.1
178,customer_178,PRIVATE,BE,42.4
179,customer_179,CORPORATE,PT,46.7
180,customer_180,RETAIL,FR,72.9
181,customer_181,PREMIUM,DE,67.3
182,customer_182,PRIVATE,ES,98.4
183,customer_183,CORPORATE,IT,9.8
184,customer_184,RETAIL,US,40.3
185,customer_185,PREMIUM,UK,33.9
186,customer_186,PRIVATE,MA,86.2
187,customer_187,CORPORATE,NL,24.9
188,customer_188,RETAIL,BE,19.0
189,customer_189,PREMIUM,PT,44.9
190,customer_190,PRIVATE,FR,42.2
191,customer_191,CORPORATE,DE,27.9
192,customer_192,RETAIL,ES,25.0
193,customer_193,PREMIUM,IT,92.3
194,customer_194,PRIVATE,US,44.3
195,customer_195,CORPORATE,UK,86.1
196,customer_196,RETAIL,MA,55.0
197,customer_197,PREMIUM,NL,5.1
198,customer_198,PRIVATE,BE,99.9
199,customer_199,CORPORATE,PT,83.6
200,customer_200,RETAIL,FR,96.9
201,customer_201,PREMIUM,DE,92.6
202,customer_202,PRIVATE,ES,84.9
203,customer_203,CORPORATE,IT,16.6
204,customer_204,RETAIL,US,48.6
205,customer_205,PREMIUM,UK,21.4
206,customer_206,PRIVATE,MA,40.1
207,customer_207,CORPORATE,NL,5.9
208,customer_208,RETAIL,BE,37.9
209,customer_209,PREMIUM,PT,98.5
210,customer_210,PRIVATE,FR,26.5
211,customer_211,CORPORATE,DE,78.4
212,customer_212,RETAIL,ES,45.5
213,customer_213,PREMIUM,IT,42.3
214,customer_214,PRIVATE,US,95.7
215,customer_215,CORPORATE,UK,99.5
216,customer_216,RETAIL,MA,55.6
217,customer_217,PREMIUM,NL,71.8
218,customer_218,PRIVATE,BE,15.5
219,customer_219,CORPORATE,PT,29.7
220,customer_220,RETAIL,FR,96.9
221,customer_221,PREMIUM,DE,57.9
222,customer_222,PRIVATE,ES,54.2
223,customer_223,CORPORATE,IT,74.8
224,customer_224,RETAIL,US,5.7
225,customer_225,PREMIUM,UK,58.4
226,customer_226,PRIVATE,MA,50.3
227,customer_227,CORPORATE,NL,85.3
228,customer_228,RETAIL,BE,15.7
229,customer_229,PREMIUM,PT,96.1
230,customer_230,PRIVATE,FR,8.0
231,customer_231,CORPORATE,DE,18.6
232,customer_232,RETAIL,ES,59.5
233,customer_233,PREMIUM,IT,67.5
234,customer_234,PRIVATE,US,23.5
235,customer_235,CORPORATE,UK,12.0
236,customer_236,RETAIL,MA,89.0
237,customer_237,PREMIUM,NL,24.6
238,customer_238,PRIVATE,BE,59.5
239,customer_239,CORPORATE,PT,61.9
240,customer_240,RETAIL,FR,41.9
241,customer_241,PREMIUM,DE,58.4
242,customer_242,PRIVATE,ES,52.3
243,customer_243,CORPORATE,IT,93.5
244,customer_244,RETAIL,US,20.4
245,customer_245,PREMIUM,UK,71.6
246,customer_246,PRIVATE,MA,23.9
247,customer_247,CORPORATE,NL,39.6
248,customer_248,RETAIL,BE,67.2
249,customer_249,PREMIUM,PT,30.0
250,customer_250,PRIVATE,FR,31.6
251,customer_251,CORPORATE,DE,75.2
252,customer_252,RETAIL,ES,7.3
253,customer_253,PREMIUM,IT,45.8
254,customer_254,PRIVATE,US,99.8
255,customer_255,CORPORATE,UK,99.6
256,customer_256,RETAIL,MA,7.3
257,customer_257,PREMIUM,NL,21.3
258,customer_258,PRIVATE,BE,26.5
259,customer_259,CORPORATE,PT,93.3
260,customer_260,RETAIL,FR,88.1
261,customer_261,PREMIUM,DE,87.9
262,customer_262,PRIVATE,ES,37.0
263,customer_263,CORPORATE,IT,15.8
264,customer_264,RETAIL,US,83.4
265,customer_265,PREMIUM,UK,70.4
266,customer_266,PRIVATE,MA,61.2
267,customer_267,CORPORATE,NL,98.7
268,customer_268,RETAIL,BE,65.4
269,customer_269,PREMIUM,PT,0.8
270,customer_270,PRIVATE,FR,81.7
271,customer_271,CORPORATE,DE,29.9
272,customer_272,RETAIL,ES,66.3
273,customer_273,PREMIUM,IT,93.9
274,customer_274,PRIVATE,US,13.4
275,customer_275,CORPORATE,UK,11.5
276,customer_276,RETAIL,MA,10.7
277,customer_277,PREMIUM,NL,55.3
278,customer_278,PRIVATE,BE,27.2
279,customer_279,CORPORATE,PT,60.5
280,customer_280,RETAIL,FR,71.8
281,customer_281,PREMIUM,DE,20.4
282,customer_282,PRIVATE,ES,63.4
283,customer_283,CORPORATE,IT,26.4
284,customer_284,RETAIL,US,48.9
285,customer_285,PREMIUM,UK,90.5
286,customer_286,PRIVATE,MA,84.6
287,customer_287,CORPORATE,NL,9.2
288,customer_288,RETAIL,BE,42.4
289,customer_289,PREMIUM,PT,27.7
290,customer_290,PRIVATE,FR,0.4
291,customer_291,CORPORATE,DE,77.1
292,customer_292,RETAIL,ES,63.7
293,customer_293,PREMIUM,IT,26.2
294,customer_294,PRIVATE,US,74.1
295,customer_295,CORPORATE,UK,55.2
296,customer_296,RETAIL,MA,42.8
297,customer_297,PREMIUM,NL,1.0
298,customer_298,PRIVATE,BE,7.5
299,customer_299,CORPORATE,PT,88.3
300,customer_300,RETAIL,FR,90.4
301,customer_301,PREMIUM,DE,54.6
302,customer_302,PRIVATE,ES,83.5
303,customer_303,CORPORATE,IT,58.3
304,customer_304,RETAIL,US,14.8
305,customer_305,PREMIUM,UK,12.7
306,customer_306,PRIVATE,MA,30.8
307,customer_307,CORPORATE,NL,89.9
308,customer_308,RETAIL,BE,79.6
309,customer_309,PREMIUM,PT,86.1
310,customer_310,PRIVATE,FR,89.9
311,customer_311,CORPORATE,DE,21.0
312,customer_312,RETAIL,ES,25.0
313,customer_313,PREMIUM,IT,10.3
314,customer_314,PRIVATE,US,78.0
315,customer_315,CORPORATE,UK,88.4
316,customer_316,RETAIL,MA,40.6
317,customer_317,PREMIUM,NL,62.1
318,customer_318,PRIVATE,BE,15.5
319,customer_319,CORPORATE,PT,93.0
320,customer_320,RETAIL,FR,86.5
321,customer_321,PREMIUM,DE,97.6
322,customer_322,PRIVATE,ES,81.1
323,customer_323,CORPORATE,IT,88.1
324,customer_324,RETAIL,US,2.5
325,customer_325,PREMIUM,UK,73.7
326,customer_326,PRIVATE,MA,33.2
327,customer_327,CORPORATE,NL,93.1
328,customer_328,RETAIL,BE,80.2
329,customer_329,PREMIUM,PT,86.4
330,customer_330,PRIVATE,FR,81.1
331,customer_331,CORPORATE,DE,26.7
332,customer_332,RETAIL,ES,78.7
333,customer_333,PREMIUM,IT,10.8
334,customer_334,PRIVATE,US,87.2
335,customer_335,CORPORATE,UK,85.9
336,customer_336,RETAIL,MA,22.2
337,customer_337,PREMIUM,NL,81.7
338,customer_338,PRIVATE,BE,46.0
339,customer_339,CORPORATE,PT,30.5
340,customer_340,RETAIL,FR,79.5
341,customer_341,PREMIUM,DE,22.8
342,customer_342,PRIVATE,ES,2.4
343,customer_343,CORPORATE,IT,19.3
344,customer_344,RETAIL,US,32.8
345,customer_345,PREMIUM,UK,86.4
346,customer_346,PRIVATE,MA,96.7
347,customer_347,CORPORATE,NL,27.9
348,customer_348,RETAIL,BE,64.1
349,customer_349,PREMIUM,PT,40.0
350,customer_350,PRIVATE,FR,98.1
351,customer_351,CORPORATE,DE,53.6
352,customer_352,RETAIL,ES,93.9
353,customer_353,PREMIUM,IT,11.5
354,customer_354,PRIVATE,US,97.0
355,customer_355,CORPORATE,UK,17.9
356,customer_356,RETAIL,MA,96.3
357,customer_357,PREMIUM,NL,26.5
358,customer_358,PRIVATE,BE,10.8
359,customer_359,CORPORATE,PT,43.5
360,customer_360,RETAIL,FR,72.9
361,customer_361,PREMIUM,DE,31.4
362,customer_362,PRIVATE,ES,60.6
363,customer_363,CORPORATE,IT,51.1
364,customer_364,RETAIL,US,38.5
365,customer_365,PREMIUM,UK,57.7
366,customer_366,PRIVATE,MA,25.5
367,customer_367,CORPORATE,NL,70.9
368,customer_368,RETAIL,BE,0.2
369,customer_369,PREMIUM,PT,92.6
370,customer_370,PRIVATE,FR,53.8
371,customer_371,CORPORATE,DE,71.9
372,customer_372,RETAIL,ES,74.2
373,customer_373,PREMIUM,IT,67.1
374,customer_374,PRIVATE,US,36.4
375,customer_375,CORPORATE,UK,7.0
376,customer_376,RETAIL,MA,66.4
377,customer_377,PREMIUM,NL,33.0
378,customer_378,PRIVATE,BE,31.4
379,customer_379,CORPORATE,PT,84.8
380,customer_380,RETAIL,FR,72.0
381,customer_381,PREMIUM,DE,30.0
382,customer_382,PRIVATE,ES,30.9
383,customer_383,CORPORATE,IT,40.8
384,customer_384,RETAIL,US,40.2
385,customer_385,PREMIUM,UK,29.6
386,customer_386,PRIVATE,MA,12.7
387,customer_387,CORPORATE,NL,42.0
388,customer_388,RETAIL,BE,94.0
389,customer_389,PREMIUM,PT,67.7
390,customer_390,PRIVATE,FR,90.3
391,customer_391,CORPORATE,DE,61.6
392,customer_392,RETAIL,ES,30.1
393,customer_393,PREMIUM,IT,54.8
394,customer_394,PRIVATE,US,0.0
395,customer_395,CORPORATE,UK,28.7
396,customer_396,RETAIL,MA,43.0
397,customer_397,PREMIUM,NL,58.0
398,customer_398,PRIVATE,BE,65.5
399,customer_399,CORPORATE,PT,46.5
400,customer_400,RETAIL,FR,44.2
401,customer_401,PREMIUM,DE,21.4
402,customer_402,PRIVATE,ES,47.3
403,customer_403,CORPORATE,IT,90.1
404,customer_404,RETAIL,US,79.6
405,customer_405,PREMIUM,UK,17.0
406,customer_406,PRIVATE,MA,8.5
407,customer_407,CORPORATE,NL,51.5
408,customer_408,RETAIL,BE,63.3
409,customer_409,PREMIUM,PT,33.5
410,customer_410,PRIVATE,FR,81.8
411,customer_411,CORPORATE,DE,75.1
412,customer_412,RETAIL,ES,67.3
413,customer_413,PREMIUM,IT,22.5
414,customer_414,PRIVATE,US,19.9
415,customer_415,CORPORATE,UK,2.4
416,customer_416,RETAIL,MA,24.5
417,customer_417,PREMIUM,NL,47.5
418,customer_418,PRIVATE,BE,85.0
419,customer_419,CORPORATE,PT,7.3
420,customer_420,RETAIL,FR,41.4
421,customer_421,PREMIUM,DE,63.0
422,customer_422,PRIVATE,ES,19.4
423,customer_423,CORPORATE,IT,69.6
424,customer_424,RETAIL,US,49.4
425,customer_425,PREMIUM,UK,24.4
426,customer_426,PRIVATE,MA,65.6
427,customer_427,CORPORATE,NL,0.6
428,customer_428,RETAIL,BE,75.1
429,customer_429,PREMIUM,PT,77.0
430,customer_430,PRIVATE,FR,10.7
431,customer_431,CORPORATE,DE,42.5
432,customer_432,RETAIL,ES,17.6
433,customer_433,PREMIUM,IT,95.8
434,customer_434,PRIVATE,US,51.8
435,customer_435,CORPORATE,UK,5.0
436,customer_436,RETAIL,MA,24.9
437,customer_437,PREMIUM,NL,84.8
438,customer_438,PRIVATE,BE,45.6
439,customer_439,CORPORATE,PT,80.1
440,customer_440,RETAIL,FR,66.8
441,customer_441,PREMIUM,DE,98.8
442,customer_442,PRIVATE,ES,59.5
443,customer_443,CORPORATE,IT,95.0
444,customer_444,RETAIL,US,89.1
445,customer_445,PREMIUM,UK,61.3
446,customer_446,PRIVATE,MA,71.9
447,customer_447,CORPORATE,NL,50.5
448,customer_448,RETAIL,BE,83.1
449,customer_449,PREMIUM,PT,54.8
450,customer_450,PRIVATE,FR,89.7
451,customer_451,CORPORATE,DE,74.4
452,customer_452,RETAIL,ES,47.5
453,customer_453,PREMIUM,IT,25.9
454,customer_454,PRIVATE,US,24.7
455,customer_455,CORPORATE,UK,63.8
456,customer_456,RETAIL,MA,76.6
457,customer_457,PREMIUM,NL,52.1
458,customer_458,PRIVATE,BE,62.7
459,customer_459,CORPORATE,PT,27.5
460,customer_460,RETAIL,FR,7.7
461,customer_461,PREMIUM,DE,28.6
462,customer_462,PRIVATE,ES,27.2
463,customer_463,CORPORATE,IT,32.0
464,customer_464,RETAIL,US,54.0
465,customer_465,PREMIUM,UK,13.8
466,customer_466,PRIVATE,MA,23.1
467,customer_467,CORPORATE,NL,69.4
468,customer_468,RETAIL,BE,70.6
469,customer_469,PREMIUM,PT,6.4
470,customer_470,PRIVATE,FR,40.8
471,customer_471,CORPORATE,DE,54.3
472,customer_472,RETAIL,ES,41.6
473,customer_473,PREMIUM,IT,20.7
474,customer_474,PRIVATE,US,42.0
475,customer_475,CORPORATE,UK,90.5
476,customer_476,RETAIL,MA,58.4
477,customer_477,PREMIUM,NL,69.6
478,customer_478,PRIVATE,BE,85.7
479,customer_479,CORPORATE,PT,76.6
480,customer_480,RETAIL,FR,38.0
481,customer_481,PREMIUM,DE,0.6
482,customer_482,PRIVATE,ES,35.2
483,customer_483,CORPORATE,IT,75.3
484,customer_484,RETAIL,US,85.3
485,customer_485,PREMIUM,UK,95.3
486,customer_486,PRIVATE,MA,41.9
487,customer_487,CORPORATE,NL,74.8
488,customer_488,RETAIL,BE,54.6
489,customer_489,PREMIUM,PT,60.3
490,customer_490,PRIVATE,FR,22.1
491,customer_491,CORPORATE,DE,21.9
492,customer_492,RETAIL,ES,43.6
493,customer_493,PREMIUM,IT,2.9
494,customer_494,PRIVATE,US,33.6
495,customer_495,CORPORATE,UK,67.9
496,customer_496,RETAIL,MA,40.4
497,customer_497,PREMIUM,NL,16.5
498,customer_498,PRIVATE,BE,46.7
499,customer_499,CORPORATE,PT,12.8
