transaction_id,transaction_date,country,customer_id,account_id,amount,currency,transaction_type,channel,status
103,2024-01-07,US,338,83,786.13,EUR,TRANSFER,ATM,POSTED
104,2024-01-01,MA,230,705,2969.46,USD,DEBIT,ONLINE,PENDING
105,2024-01-23,US,359,464,356.83,EUR,CREDIT,ONLINE,PENDING
106,2024-01-04,BE,115,663,745.8,USD,DEBIT,ATM,POSTED
107,2024-01-06,US,304,766,4121.38,USD,CREDIT,ATM,PENDING
108,2024-01-23,US,358,412,4713.44,GBP,TRANSFER,MOBILE,PENDING
109,2024-01-03,PT,20,442,3672.94,GBP,CREDIT,ATM,POSTED
110,2024-01-08,PT,300,21,4997.86,GBP,CREDIT,ATM,POSTED
111,2024-01-16,BE,333,452,4580.45,EUR,TRANSFER,MOBILE,REVERSED
112,2024-01-27,NL,496,93,2350.58,USD,CREDIT,BRANCH,REVERSED
113,2024-01-04,ES,168,421,3468.67,USD,TRANSFER,MOBILE,REVERSED
114,2024-01-02,NL,45,322,1262.74,EUR,CREDIT,ATM,REVERSED
115,2024-01-28,BE,236,423,271.97,GBP,CREDIT,MOBILE,REVERSED
116,2024-01-15,FR,104,273,2746.55,USD,CREDIT,MOBILE,POSTED
117,2024-01-01,PT,409,245,3549.2,USD,TRANSFER,ATM,REVERSED
118,2024-01-14,DE,115,116,2307.78,EUR,TRANSFER,ONLINE,PENDING
119,2024-01-30,US,260,722,1367.85,USD,CREDIT,ONLINE,PENDING
120,2024-01-18,ES,196,195,4609.42,GBP,TRANSFER,ONLINE,POSTED
121,2024-01-09,MA,174,519,1336.6,EUR,CREDIT,BRANCH,REVERSED
122,2024-01-19,NL,443,152,2233.29,USD,CREDIT,BRANCH,REVERSED
123,2024-01-25,BE,193,466,4664.33,EUR,TRANSFER,ONLINE,REVERSED
124,2024-01-13,IT,438,794,2054.46,USD,TRANSFER,MOBILE,REVERSED
125,2024-01-30,MA,197,679,3962.18,GBP,DEBIT,MOBILE,POSTED
126,2024-01-05,BE,494,604,1660.64,EUR,CREDIT,ATM,REVERSED
127,2024-01-30,NL,7,739,721.63,GBP,DEBIT,ATM,PENDING
128,2024-01-26,US,173,638,3463.83,GBP,DEBIT,BRANCH,REVERSED
129,2024-01-28,BE,194,324,3134.37,USD,TRANSFER,ATM,REVERSED
130,2024-01-03,IT,323,700,4604.72,EUR,TRANSFER,ATM,PENDING
131,2024-01-04,DE,227,170,3470.31,EUR,DEBIT,BRANCH,POSTED
132,2024-01-10,UK,191,441,728.7,GBP,CREDIT,ONLINE,POSTED
133,2024-01-06,DE,312,391,3098.93,EUR,CREDIT,ONLINE,POSTED
134,2024-01-15,US,235,261,3334.54,USD,CREDIT,ONLINE,POSTED
135,2024-01-15,UK,300,306,3195.05,USD,TRANSFER,BRANCH,PENDING
136,2024-01-28,US,101,393,4266.82,EUR,DEBIT,MOBILE,REVERSED
137,2024-01-12,PT,151,716,1476.86,GBP,CREDIT,BRANCH,POSTED
138,2024-01-19,FR,466,620,3726.12,USD,DEBIT,BRANCH,POSTED
139,2024-01-21,IT,317,256,3389.14,GBP,TRANSFER,ONLINE,REVERSED
140,2024-01-04,FR,158,451,167.79,USD,TRANSFER,ONLINE,POSTED
141,2024-01-30,US,167,765,2078.1,EUR,DEBIT,BRANCH,REVERSED
142,2024-01-17,US,425,168,1285.59,USD,CREDIT,BRANCH,POSTED
143,2024-01-15,DE,72,772,4832.53,GBP,TRANSFER,MOBILE,REVERSED
144,2024-01-12,DE,404,404,70.58,GBP,DEBIT,MOBILE,PENDING
145,2024-01-22,US,299,390,4112.26,USD,DEBIT,ONLINE,PENDING
146,2024-01-01,PT,452,574,1640.7,GBP,DEBIT,ATM,REVERSED
147,2024-01-27,NL,465,717,1511.65,USD,DEBIT,ONLINE,POSTED
148,2024-01-02,US,252,118,486.86,GBP,DEBIT,MOBILE,PENDING
149,2024-01-12,BE,214,601,3711.6,EUR,CREDIT,ATM,PENDING
150,2024-01-20,MA,480,286,164.55,USD,DEBIT,MOBILE,PENDING
151,2024-01-08,UK,50,702,1837.31,GBP,CREDIT,ATM,PENDING
152,2024-01-09,IT,495,125,4745.1,USD,DEBIT,ONLINE,REVERSED
153,2024-01-21,PT,497,21,253.84,USD,DEBIT,ONLINE,REVERSED
154,2024-01-07,DE,424,783,2771.48,GBP,DEBIT,ONLINE,PENDING
155,2024-01-25,ES,403,610,15.17,EUR,DEBIT,BRANCH,POSTED
156,2024-01-04,FR,67,15,1791.85,EUR,TRANSFER,BRANCH,POSTED
157,2024-01-06,US,26,129,3708.85,GBP,DEBIT,ATM,PENDING
158,2024-01-15,UK,262,607,546.16,GBP,DEBIT,ATM,REVERSED
159,2024-01-26,BE,154,469,3217.06,EUR,DEBIT,MOBILE,PENDING
160,2024-01-14,DE,251,729,4548.59,EUR,DEBIT,BRANCH,REVERSED
161,2024-01-05,DE,64,281,3121.96,GBP,TRANSFER,BRANCH,PENDING
162,2024-01-20,BE,150,464,2528.25,USD,DEBIT,ATM,REVERSED
163,2024-01-21,BE,369,220,2150.92,EUR,CREDIT,BRANCH,PENDING
164,2024-01-13,MA,373,97,1563.43,USD,TRANSFER,BRANCH,PENDING
165,2024-01-05,NL,34,93,4159.03,EUR,CREDIT,ATM,REVERSED
166,2024-01-24,UK,415,133,2782.3,GBP,TRANSFER,BRANCH,REVERSED
167,2024-01-04,MA,181,681,4705.71,USD,TRANSFER,ATM,PENDING
168,2024-01-20,US,180,106,2890.01,EUR,DEBIT,MOBILE,POSTED
169,2024-01-28,DE,179,569,1838.44,USD,TRANSFER,ONLINE,PENDING
170,2024-01-28,BE,498,785,4092.32,GBP,TRANSFER,ATM,REVERSED
171,2024-01-30,US,14,184,1367.08,USD,CREDIT,BRANCH,POSTED
172,2024-01-06,ES,289,673,2004.52,EUR,TRANSFER,ATM,POSTED
173,2024-01-24,BE,110,385,2099.74,USD,DEBIT,BRANCH,PENDING
174,2024-01-24,UK,397,581,2981.52,EUR,DEBIT,ONLINE,REVERSED
175,2024-01-02,DE,139,453,3310.03,USD,TRANSFER,MOBILE,PENDING
176,2024-01-09,IT,386,524,569.97,USD,DEBIT,BRANCH,REVERSED
177,2024-01-22,PT,249,539,3336.0,EUR,DEBIT,MOBILE,REVERSED
178,2024-01-02,FR,104,308,4726.68,EUR,CREDIT,BRANCH,PENDING
179,2024-01-04,FR,254,764,2153.84,EUR,CREDIT,ONLINE,REVERSED
180,2024-01-18,UK,36,406,4308.96,EUR,CREDIT,ATM,PENDING
181,2024-01-30,DE,441,320,2879.22,GBP,CREDIT,MOBILE,PENDING
182,2024-01-04,MA,10,332,860.19,GBP,CREDIT,BRANCH,POSTED
183,2024-01-14,DE,124,446,2944.77,GBP,DEBIT,MOBILE,PENDING
184,2024-01-24,UK,113,341,3895.81,EUR,TRANSFER,ATM,REVERSED
185,2024-01-17,IT,463,794,1747.53,GBP,TRANSFER,ONLINE,POSTED
186,2024-01-04,ES,131,202,868.32,EUR,TRANSFER,ATM,POSTED
187,2024-01-25,NL,237,772,2819.11,GBP,CREDIT,BRANCH,REVERSED
188,2024-01-11,ES,225,69,2345.14,GBP,CREDIT,BRANCH,REVERSED
189,2024-01-02,UK,259,75,1552.73,USD,DEBIT,ATM,PENDING
190,2024-01-27,US,39,660,4321.39,EUR,TRANSFER,MOBILE,PENDING
191,2024-01-19,BE,488,756,4479.49,USD,TRANSFER,ONLINE,PENDING
192,2024-01-20,NL,256,154,4788.65,USD,DEBIT,BRANCH,REVERSED
193,2024-01-03,BE,330,176,196.67,GBP,CREDIT,MOBILE,REVERSED
194,2024-01-17,PT,81,372,1864.89,USD,CREDIT,MOBILE,PENDING
195,2024-01-22,PT,26,646,3236.88,EUR,CREDIT,ATM,REVERSED
196,2024-01-22,MA,145,258,3618.94,GBP,TRANSFER,ONLINE,PENDING
197,2024-01-03,PT,339,144,4583.82,USD,TRANSFER,MOBILE,POSTED
198,2024-01-20,DE,158,572,1884.02,USD,DEBIT,ATM,REVERSED
199,2024-01-22,MA,260,370,92.13,USD,DEBIT,ONLINE,PENDING
200,2024-01-25,NL,98,231,4999.88,EUR,DEBIT,BRANCH,POSTED
201,2024-01-17,BE,427,756,4418.53,EUR,TRANSFER,BRANCH,REVERSED
202,2024-01-05,PT,192,157,812.07,GBP,TRANSFER,ONLINE,REVERSED
203,2024-01-15,FR,210,373,3382.14,EUR,CREDIT,BRANCH,REVERSED
204,2024-01-26,NL,119,546,1196.6,USD,DEBIT,BRANCH,REVERSED
205,2024-01-19,NL,236,787,1409.58,USD,TRANSFER,MOBILE,POSTED
206,2024-01-27,IT,410,619,692.85,USD,DEBIT,MOBILE,PENDING
207,2024-01-18,DE,364,528,4255.98,USD,DEBIT,ONLINE,PENDING
208,2024-01-15,BE,75,447,459.48,EUR,CREDIT,BRANCH,POSTED
209,2024-01-14,FR,202,514,1870.43,USD,DEBIT,BRANCH,POSTED
210,2024-01-01,UK,476,101,4196.04,GBP,CREDIT,ONLINE,POSTED
211,2024-01-02,US,469,483,3480.66,EUR,TRANSFER,MOBILE,PENDING
212,2024-01-20,FR,463,81,96.0,EUR,DEBIT,MOBILE,POSTED
213,2024-01-25,US,121,308,610.12,EUR,CREDIT,MOBILE,POSTED
214,2024-01-04,NL,305,548,83.16,GBP,TRANSFER,ONLINE,REVERSED
215,2024-01-05,US,219,1,3074.43,EUR,TRANSFER,MOBILE,POSTED
216,2024-01-22,DE,268,369,339.33,GBP,TRANSFER,ATM,PENDING
217,2024-01-28,NL,22,650,1935.02,USD,CREDIT,ATM,PENDING
218,2024-01-26,DE,176,246,3664.97,GBP,DEBIT,BRANCH,POSTED
219,2024-01-02,UK,279,346,4067.73,EUR,TRANSFER,MOBILE,REVERSED
220,2024-01-16,ES,415,138,316.44,USD,DEBIT,BRANCH,POSTED
221,2024-01-02,IT,453,42,1578.66,USD,TRANSFER,MOBILE,REVERSED
222,2024-01-16,US,18,771,3234.86,USD,CREDIT,ATM,REVERSED
223,2024-01-11,US,63,376,2185.32,USD,TRANSFER,MOBILE,PENDING
224,2024-01-11,ES,254,708,2488.12,GBP,CREDIT,ATM,REVERSED
225,2024-01-14,DE,220,616,4975.5,EUR,TRANSFER,BRANCH,PENDING
226,2024-01-04,DE,167,676,1478.9,USD,TRANSFER,MOBILE,POSTED
227,2024-01-23,NL,179,457,212.73,USD,TRANSFER,MOBILE,PENDING
228,2024-01-21,FR,38,687,3187.93,USD,TRANSFER,ONLINE,POSTED
229,2024-01-05,PT,347,448,174.96,EUR,DEBIT,BRANCH,PENDING
230,2024-01-13,PT,16,619,768.04,USD,CREDIT,BRANCH,PENDING
231,2024-01-25,DE,293,140,2647.77,USD,CREDIT,BRANCH,POSTED
232,2024-01-04,FR,376,190,2495.72,USD,TRANSFER,ATM,PENDING
233,2024-01-25,US,360,456,1073.64,GBP,CREDIT,MOBILE,POSTED
234,2024-01-04,ES,436,75,2260.76,GBP,CREDIT,ATM,REVERSED
235,2024-01-28,UK,341,355,3547.99,GBP,TRANSFER,BRANCH,PENDING
236,2024-01-28,ES,364,726,4636.69,GBP,DEBIT,BRANCH,REVERSED
237,2024-01-08,DE,102,142,1184.44,USD,DEBIT,BRANCH,REVERSED
238,2024-01-19,UK,239,564,649.73,EUR,DEBIT,BRANCH,PENDING
239,2024-01-23,NL,269,420,3846.05,GBP,DEBIT,ONLINE,PENDING
240,2024-01-21,DE,230,477,3400.86,USD,DEBIT,ONLINE,POSTED
241,2024-01-14,BE,466,56,4157.12,GBP,DEBIT,BRANCH,POSTED
242,2024-01-06,UK,478,726,1128.13,GBP,CREDIT,ATM,PENDING
243,2024-01-07,BE,140,128,3125.49,GBP,TRANSFER,ATM,REVERSED
244,2024-01-21,ES,303,594,771.82,GBP,TRANSFER,BRANCH,REVERSED
245,2024-01-02,FR,41,46,4742.79,GBP,CREDIT,ONLINE,REVERSED
246,2024-01-14,PT,327,31,2490.69,GBP,TRANSFER,BRANCH,REVERSED
247,2024-01-10,NL,125,701,2031.06,USD,DEBIT,ATM,POSTED
248,2024-01-15,MA,247,475,1020.91,GBP,DEBIT,BRANCH,REVERSED
249,2024-01-11,UK,499,408,654.7,USD,TRANSFER,ATM,PENDING
250,2024-01-08,NL,62,273,2248.53,EUR,DEBIT,ATM,PENDING
251,2024-01-13,PT,214,254,4813.47,EUR,CREDIT,BRANCH,POSTED
252,2024-01-25,ES,255,527,2334.61,USD,CREDIT,ATM,POSTED
253,2024-01-13,BE,234,246,1076.51,USD,DEBIT,ATM,PENDING
254,2024-01-16,PT,451,669,3362.93,USD,TRANSFER,ATM,POSTED
255,2024-01-14,ES,451,270,3637.81,USD,CREDIT,ATM,PENDING
256,2024-01-02,PT,287,199,1813.26,USD,DEBIT,MOBILE,REVERSED
257,2024-01-15,BE,143,638,3402.31,EUR,DEBIT,ATM,PENDING
258,2024-01-12,UK,285,374,3775.07,EUR,TRANSFER,MOBILE,REVERSED
259,2024-01-02,FR,19,140,3568.25,USD,TRANSFER,MOBILE,POSTED
260,2024-01-20,BE,71,335,4656.91,USD,DEBIT,MOBILE,REVERSED
261,2024-01-24,US,303,344,2537.07,GBP,TRANSFER,MOBILE,REVERSED
262,2024-01-19,US,243,17,1842.42,GBP,DEBIT,MOBILE,REVERSED
263,2024-01-10,FR,305,485,1328.39,GBP,TRANSFER,ONLINE,REVERSED
264,2024-01-02,PT,245,174,2621.64,GBP,TRANSFER,MOBILE,POSTED
265,2024-01-27,IT,16,586,4741.08,EUR,DEBIT,ATM,PENDING
266,2024-01-11,MA,77,422,3452.81,USD,TRANSFER,MOBILE,REVERSED
267,2024-01-24,FR,361,141,2593.9,GBP,CREDIT,MOBILE,REVERSED
268,2024-01-13,UK,489,177,2298.86,GBP,CREDIT,BRANCH,REVERSED
269,2024-01-25,US,312,495,962.13,EUR,CREDIT,BRANCH,POSTED
270,2024-01-10,US,360,212,3451.51,USD,CREDIT,MOBILE,PENDING
271,2024-01-18,US,147,124,2867.81,GBP,CREDIT,MOBILE,PENDING
272,2024-01-25,ES,148,43,1438.86,GBP,DEBIT,BRANCH,PENDING
273,2024-01-21,US,382,490,1070.72,GBP,CREDIT,BRANCH,POSTED
274,2024-01-04,PT,379,600,1197.17,EUR,TRANSFER,ONLINE,REVERSED
275,2024-01-08,FR,51,423,1652.14,USD,DEBIT,ONLINE,POSTED
276,2024-01-18,ES,208,668,4675.23,USD,CREDIT,ONLINE,PENDING
277,2024-01-11,US,330,60,4539.78,EUR,TRANSFER,ONLINE,REVERSED
278,2024-01-24,FR,467,179,2090.01,EUR,DEBIT,MOBILE,PENDING
279,2024-01-06,US,448,38,47.33,GBP,TRANSFER,ATM,PENDING
280,2024-01-10,NL,328,556,2622.07,EUR,TRANSFER,MOBILE,PENDING
281,2024-01-07,DE,169,166,3655.87,GBP,CREDIT,ONLINE,POSTED
282,2024-01-24,UK,404,302,2839.34,EUR,DEBIT,MOBILE,PENDING
283,2024-01-17,UK,44,410,3346.61,EUR,DEBIT,MOBILE,PENDING
284,2024-01-30,IT,3,267,1918.49,USD,CREDIT,BRANCH,PENDING
285,2024-01-19,PT,5,267,3268.76,GBP,DEBIT,ATM,REVERSED
286,2024-01-04,NL,157,163,2027.68,GBP,TRANSFER,BRANCH,REVERSED
287,2024-01-04,US,188,629,1105.03,EUR,CREDIT,ONLINE,PENDING
288,2024-01-24,PT,191,425,3510.0,USD,TRANSFER,ONLINE,POSTED
289,2024-01-22,PT,447,83,2628.01,GBP,TRANSFER,BRANCH,POSTED
290,2024-01-30,PT,57,63,4144.04,GBP,DEBIT,ONLINE,POSTED
291,2024-01-11,BE,226,119,3401.8,GBP,TRANSFER,MOBILE,POSTED
292,2024-01-29,BE,228,56,2267.71,GBP,CREDIT,MOBILE,REVERSED
293,2024-01-02,BE,236,688,4034.77,GBP,DEBIT,MOBILE,PENDING
294,2024-01-27,FR,381,223,2891.98,EUR,CREDIT,BRANCH,REVERSED
295,2024-01-03,BE,30,70,4930.7,USD,DEBIT,BRANCH,PENDING
296,2024-01-06,ES,392,656,4891.69,GBP,CREDIT,BRANCH,PENDING
297,2024-01-15,MA,192,82,3413.97,GBP,TRANSFER,ONLINE,REVERSED
298,2024-01-28,UK,60,182,4964.24,USD,TRANSFER,ONLINE,REVERSED
299,2024-01-08,FR,387,23,4892.47,USD,TRANSFER,MOBILE,REVERSED
300,2024-01-13,IT,126,471,1731.45,USD,DEBIT,ATM,POSTED
301,2024-01-26,MA,314,784,4681.25,EUR,DEBIT,ONLINE,POSTED
302,2024-01-04,PT,17,457,2989.33,GBP,DEBIT,ONLINE,REVERSED
303,2024-01-02,MA,224,239,2699.26,EUR,DEBIT,BRANCH,POSTED
304,2024-01-27,PT,163,591,2989.99,GBP,CREDIT,ONLINE,PENDING
305,2024-01-29,ES,338,533,1105.99,USD,CREDIT,ATM,REVERSED
306,2024-01-19,ES,320,695,2136.58,USD,DEBIT,BRANCH,REVERSED
307,2024-01-22,MA,402,537,1594.35,USD,CREDIT,ONLINE,PENDING
308,2024-01-13,ES,386,550,2368.12,EUR,CREDIT,ONLINE,PENDING
309,2024-01-30,FR,287,422,4838.96,GBP,TRANSFER,ONLINE,PENDING
310,2024-01-08,US,104,338,3233.88,USD,CREDIT,ATM,REVERSED
311,2024-01-24,IT,26,274,1886.46,GBP,TRANSFER,ATM,POSTED
312,2024-01-07,PT,370,687,2794.69,USD,DEBIT,BRANCH,PENDING
313,2024-01-30,FR,108,194,4810.43,EUR,TRANSFER,MOBILE,POSTED
314,2024-01-23,PT,360,209,1983.76,EUR,TRANSFER,BRANCH,PENDING
315,2024-01-13,NL,273,664,1796.94,USD,CREDIT,MOBILE,PENDING
316,2024-01-04,NL,389,327,4571.74,USD,CREDIT,MOBILE,POSTED
317,2024-01-19,IT,379,149,82.08,GBP,TRANSFER,MOBILE,PENDING
318,2024-01-05,IT,168,235,1899.82,EUR,CREDIT,BRANCH,PENDING
319,2024-01-25,NL,494,740,3208.83,USD,CREDIT,ONLINE,REVERSED
320,2024-01-26,UK,86,143,3601.85,USD,DEBIT,ATM,REVERSED
321,2024-01-02,DE,483,684,243.52,EUR,CREDIT,ONLINE,REVERSED
322,2024-01-08,DE,362,154,46.7,GBP,CREDIT,BRANCH,POSTED
323,2024-01-20,PT,467,494,3296.76,EUR,DEBIT,MOBILE,POSTED
324,2024-01-01,BE,369,281,2679.15,USD,DEBIT,MOBILE,POSTED
325,2024-01-04,DE,268,152,1205.6,GBP,TRANSFER,BRANCH,PENDING
326,2024-01-09,MA,40,382,4796.53,USD,TRANSFER,ONLINE,REVERSED
327,2024-01-08,US,350,82,3269.02,GBP,DEBIT,ATM,PENDING
328,2024-01-13,MA,282,487,281.52,EUR,TRANSFER,ONLINE,POSTED
329,2024-01-16,MA,330,339,2829.72,EUR,TRANSFER,ATM,POSTED
330,2024-01-07,PT,243,277,233.76,EUR,TRANSFER,BRANCH,REVERSED
331,2024-01-19,FR,91,322,79.27,EUR,TRANSFER,ONLINE,REVERSED
332,2024-01-27,MA,475,78,1497.09,GBP,DEBIT,MOBILE,REVERSED
333,2024-01-29,BE,169,393,3778.29,EUR,TRANSFER,ATM,REVERSED
334,2024-01-24,UK,27,100,2186.0,EUR,CREDIT,MOBILE,PENDING
